season,episode,feature,artist,artist_name,artist_relationship
6,1,GRASS,BOB_ROSS,Bob Ross,Himself
6,1,HILLS,BOB_ROSS,Bob Ross,Himself
6,1,RIVER,BOB_ROSS,Bob Ross,Himself
6,1,TREE,BOB_ROSS,Bob Ross,Himself
6,1,TREES,BOB_ROSS,Bob Ross,Himself
6,2,BUSHES,BOB_ROSS,Bob Ross,Himself
6,2,CABIN,BOB_ROSS,Bob Ross,Himself
6,2,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,2,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
6,2,FOG,BOB_ROSS,Bob Ross,Himself
6,2,GRASS,BOB_ROSS,Bob Ross,Himself
6,2,LAKE,BOB_ROSS,Bob Ross,Himself
6,2,STRUCTURE,BOB_ROSS,Bob Ross,Himself
6,2,TREE,BOB_ROSS,Bob Ross,Himself
6,2,TREES,BOB_ROSS,Bob Ross,Himself
6,3,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,3,CONIFER,BOB_ROSS,Bob Ross,Himself
6,3,FOG,BOB_ROSS,Bob Ross,Himself
6,3,LAKE,BOB_ROSS,Bob Ross,Himself
6,3,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,3,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,3,TREE,BOB_ROSS,Bob Ross,Himself
6,3,TREES,BOB_ROSS,Bob Ross,Himself
6,4,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
6,4,GRASS,BOB_ROSS,Bob Ross,Himself
6,4,RIVER,BOB_ROSS,Bob Ross,Himself
6,4,ROCKS,BOB_ROSS,Bob Ross,Himself
6,4,TREE,BOB_ROSS,Bob Ross,Himself
6,4,TREES,BOB_ROSS,Bob Ross,Himself
6,5,BUSHES,BOB_ROSS,Bob Ross,Himself
6,5,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
6,5,RIVER,BOB_ROSS,Bob Ross,Himself
6,5,TREE,BOB_ROSS,Bob Ross,Himself
6,5,TREES,BOB_ROSS,Bob Ross,Himself
6,6,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,6,CONIFER,BOB_ROSS,Bob Ross,Himself
6,6,CUMULUS,BOB_ROSS,Bob Ross,Himself
6,6,GRASS,BOB_ROSS,Bob Ross,Himself
6,6,SNOW,BOB_ROSS,Bob Ross,Himself
6,6,TREE,BOB_ROSS,Bob Ross,Himself
6,6,TREES,BOB_ROSS,Bob Ross,Himself
6,7,CIRRUS,BOB_ROSS,Bob Ross,Himself
6,7,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,7,CONIFER,BOB_ROSS,Bob Ross,Himself
6,7,GRASS,BOB_ROSS,Bob Ross,Himself
6,7,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,7,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
6,7,RIVER,BOB_ROSS,Bob Ross,Himself
6,7,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,7,TREE,BOB_ROSS,Bob Ross,Himself
6,7,TREES,BOB_ROSS,Bob Ross,Himself
6,7,WATERFALL,BOB_ROSS,Bob Ross,Himself
6,8,BUSHES,BOB_ROSS,Bob Ross,Himself
6,8,CONIFER,BOB_ROSS,Bob Ross,Himself
6,8,LAKE,BOB_ROSS,Bob Ross,Himself
6,8,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,8,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,8,TREE,BOB_ROSS,Bob Ross,Himself
6,8,TREES,BOB_ROSS,Bob Ross,Himself
6,9,BUSHES,BOB_ROSS,Bob Ross,Himself
6,9,CABIN,BOB_ROSS,Bob Ross,Himself
6,9,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,9,CONIFER,BOB_ROSS,Bob Ross,Himself
6,9,CUMULUS,BOB_ROSS,Bob Ross,Himself
6,9,GRASS,BOB_ROSS,Bob Ross,Himself
6,9,ROCKS,BOB_ROSS,Bob Ross,Himself
6,9,TREE,BOB_ROSS,Bob Ross,Himself
6,9,TREES,BOB_ROSS,Bob Ross,Himself
6,10,BARN,BOB_ROSS,Bob Ross,Himself
6,10,CIRRUS,BOB_ROSS,Bob Ross,Himself
6,10,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,10,FENCE,BOB_ROSS,Bob Ross,Himself
6,10,GRASS,BOB_ROSS,Bob Ross,Himself
6,11,CIRRUS,BOB_ROSS,Bob Ross,Himself
6,11,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,11,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
6,11,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
6,11,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
6,11,RIVER,BOB_ROSS,Bob Ross,Himself
6,11,TREE,BOB_ROSS,Bob Ross,Himself
6,12,BUSHES,BOB_ROSS,Bob Ross,Himself
6,12,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,12,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
6,12,LAKE,BOB_ROSS,Bob Ross,Himself
6,12,TREE,BOB_ROSS,Bob Ross,Himself
6,12,TREES,BOB_ROSS,Bob Ross,Himself
6,13,CLOUDS,BOB_ROSS,Bob Ross,Himself
6,13,CONIFER,BOB_ROSS,Bob Ross,Himself
6,13,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
6,13,GRASS,BOB_ROSS,Bob Ross,Himself
6,13,HILLS,BOB_ROSS,Bob Ross,Himself
6,13,RIVER,BOB_ROSS,Bob Ross,Himself
6,13,TREE,BOB_ROSS,Bob Ross,Himself
6,13,TREES,BOB_ROSS,Bob Ross,Himself
7,1,CABIN,BOB_ROSS,Bob Ross,Himself
7,1,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,1,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,1,SNOW,BOB_ROSS,Bob Ross,Himself
7,1,STRUCTURE,BOB_ROSS,Bob Ross,Himself
7,1,TREE,BOB_ROSS,Bob Ross,Himself
7,1,WINTER,BOB_ROSS,Bob Ross,Himself
7,2,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,2,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,2,GRASS,BOB_ROSS,Bob Ross,Himself
7,2,LAKE,BOB_ROSS,Bob Ross,Himself
7,2,ROCKS,BOB_ROSS,Bob Ross,Himself
7,2,TREE,BOB_ROSS,Bob Ross,Himself
7,2,TREES,BOB_ROSS,Bob Ross,Himself
7,3,CIRRUS,BOB_ROSS,Bob Ross,Himself
7,3,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,3,CONIFER,BOB_ROSS,Bob Ross,Himself
7,3,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,3,RIVER,BOB_ROSS,Bob Ross,Himself
7,3,SUN,BOB_ROSS,Bob Ross,Himself
7,3,TREE,BOB_ROSS,Bob Ross,Himself
7,3,TREES,BOB_ROSS,Bob Ross,Himself
7,4,CABIN,BOB_ROSS,Bob Ross,Himself
7,4,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,4,CONIFER,BOB_ROSS,Bob Ross,Himself
7,4,CUMULUS,BOB_ROSS,Bob Ross,Himself
7,4,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,4,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
7,4,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
7,4,RIVER,BOB_ROSS,Bob Ross,Himself
7,4,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
7,4,STRUCTURE,BOB_ROSS,Bob Ross,Himself
7,4,TREE,BOB_ROSS,Bob Ross,Himself
7,4,TREES,BOB_ROSS,Bob Ross,Himself
7,6,BUSHES,BOB_ROSS,Bob Ross,Himself
7,6,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,6,CUMULUS,BOB_ROSS,Bob Ross,Himself
7,6,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,6,LAKE,BOB_ROSS,Bob Ross,Himself
7,6,RIVER,BOB_ROSS,Bob Ross,Himself
7,6,TREE,BOB_ROSS,Bob Ross,Himself
7,6,TREES,BOB_ROSS,Bob Ross,Himself
7,6,WATERFALL,BOB_ROSS,Bob Ross,Himself
7,7,BARN,BOB_ROSS,Bob Ross,Himself
7,7,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,7,CUMULUS,BOB_ROSS,Bob Ross,Himself
7,7,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,7,PATH,BOB_ROSS,Bob Ross,Himself
7,7,SNOW,BOB_ROSS,Bob Ross,Himself
7,7,STRUCTURE,BOB_ROSS,Bob Ross,Himself
7,7,TREE,BOB_ROSS,Bob Ross,Himself
7,7,TREES,BOB_ROSS,Bob Ross,Himself
7,8,BUSHES,BOB_ROSS,Bob Ross,Himself
7,8,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,8,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
7,8,RIVER,BOB_ROSS,Bob Ross,Himself
7,8,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
7,8,TREE,BOB_ROSS,Bob Ross,Himself
7,8,TREES,BOB_ROSS,Bob Ross,Himself
7,10,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,10,CONIFER,BOB_ROSS,Bob Ross,Himself
7,10,GRASS,BOB_ROSS,Bob Ross,Himself
7,10,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
7,10,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
7,10,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
7,10,TREE,BOB_ROSS,Bob Ross,Himself
7,10,TREES,BOB_ROSS,Bob Ross,Himself
7,11,BUSHES,BOB_ROSS,Bob Ross,Himself
7,11,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,11,LAKE,BOB_ROSS,Bob Ross,Himself
7,11,SNOW,BOB_ROSS,Bob Ross,Himself
7,11,TREE,BOB_ROSS,Bob Ross,Himself
7,11,TREES,BOB_ROSS,Bob Ross,Himself
7,11,WINTER,BOB_ROSS,Bob Ross,Himself
7,12,BOAT,BOB_ROSS,Bob Ross,Himself
7,12,CLOUDS,BOB_ROSS,Bob Ross,Himself
7,12,CUMULUS,BOB_ROSS,Bob Ross,Himself
7,12,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,12,DOCK,BOB_ROSS,Bob Ross,Himself
7,12,LAKE,BOB_ROSS,Bob Ross,Himself
7,12,STRUCTURE,BOB_ROSS,Bob Ross,Himself
7,12,TREE,BOB_ROSS,Bob Ross,Himself
7,13,BUSHES,BOB_ROSS,Bob Ross,Himself
7,13,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
7,13,RIVER,BOB_ROSS,Bob Ross,Himself
7,13,TREE,BOB_ROSS,Bob Ross,Himself
7,13,TREES,BOB_ROSS,Bob Ross,Himself
7,13,WATERFALL,BOB_ROSS,Bob Ross,Himself
8,1,CONIFER,BOB_ROSS,Bob Ross,Himself
8,1,FOG,BOB_ROSS,Bob Ross,Himself
8,1,GRASS,BOB_ROSS,Bob Ross,Himself
8,1,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
8,1,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
8,1,TREE,BOB_ROSS,Bob Ross,Himself
8,1,TREES,BOB_ROSS,Bob Ross,Himself
8,2,BUSHES,BOB_ROSS,Bob Ross,Himself
8,2,CABIN,BOB_ROSS,Bob Ross,Himself
8,2,CIRCLE_FRAME,BOB_ROSS,Bob Ross,Himself
8,2,CLOUDS,BOB_ROSS,Bob Ross,Himself
8,2,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,2,FRAMED,BOB_ROSS,Bob Ross,Himself
8,2,GRASS,BOB_ROSS,Bob Ross,Himself
8,2,LAKE,BOB_ROSS,Bob Ross,Himself
8,2,STRUCTURE,BOB_ROSS,Bob Ross,Himself
8,2,TREE,BOB_ROSS,Bob Ross,Himself
8,2,TREES,BOB_ROSS,Bob Ross,Himself
8,3,CABIN,BOB_ROSS,Bob Ross,Himself
8,3,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,3,GRASS,BOB_ROSS,Bob Ross,Himself
8,3,SNOW,BOB_ROSS,Bob Ross,Himself
8,3,STRUCTURE,BOB_ROSS,Bob Ross,Himself
8,3,SUN,BOB_ROSS,Bob Ross,Himself
8,3,TREE,BOB_ROSS,Bob Ross,Himself
8,3,TREES,BOB_ROSS,Bob Ross,Himself
8,3,WINTER,BOB_ROSS,Bob Ross,Himself
8,4,BUSHES,BOB_ROSS,Bob Ross,Himself
8,4,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,4,GRASS,BOB_ROSS,Bob Ross,Himself
8,4,LAKE,BOB_ROSS,Bob Ross,Himself
8,4,PATH,BOB_ROSS,Bob Ross,Himself
8,4,ROCKS,BOB_ROSS,Bob Ross,Himself
8,4,TREE,BOB_ROSS,Bob Ross,Himself
8,4,TREES,BOB_ROSS,Bob Ross,Himself
8,5,CABIN,BOB_ROSS,Bob Ross,Himself
8,5,CIRRUS,BOB_ROSS,Bob Ross,Himself
8,5,CLOUDS,BOB_ROSS,Bob Ross,Himself
8,5,CONIFER,BOB_ROSS,Bob Ross,Himself
8,5,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,5,PATH,BOB_ROSS,Bob Ross,Himself
8,5,RIVER,BOB_ROSS,Bob Ross,Himself
8,5,ROCKS,BOB_ROSS,Bob Ross,Himself
8,5,STRUCTURE,BOB_ROSS,Bob Ross,Himself
8,5,TREE,BOB_ROSS,Bob Ross,Himself
8,5,TREES,BOB_ROSS,Bob Ross,Himself
8,6,BUSHES,BOB_ROSS,Bob Ross,Himself
8,6,CLOUDS,BOB_ROSS,Bob Ross,Himself
8,6,CONIFER,BOB_ROSS,Bob Ross,Himself
8,6,GRASS,BOB_ROSS,Bob Ross,Himself
8,6,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
8,6,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
8,6,RIVER,BOB_ROSS,Bob Ross,Himself
8,6,TREE,BOB_ROSS,Bob Ross,Himself
8,6,TREES,BOB_ROSS,Bob Ross,Himself
8,7,CABIN,BOB_ROSS,Bob Ross,Himself
8,7,CONIFER,BOB_ROSS,Bob Ross,Himself
8,7,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,7,FENCE,BOB_ROSS,Bob Ross,Himself
8,7,SNOW,BOB_ROSS,Bob Ross,Himself
8,7,STRUCTURE,BOB_ROSS,Bob Ross,Himself
8,7,TREE,BOB_ROSS,Bob Ross,Himself
8,7,TREES,BOB_ROSS,Bob Ross,Himself
8,7,WINTER,BOB_ROSS,Bob Ross,Himself
8,8,CONIFER,BOB_ROSS,Bob Ross,Himself
8,8,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,8,GRASS,BOB_ROSS,Bob Ross,Himself
8,8,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
8,8,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
8,8,RIVER,BOB_ROSS,Bob Ross,Himself
8,8,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
8,8,TREE,BOB_ROSS,Bob Ross,Himself
8,8,TREES,BOB_ROSS,Bob Ross,Himself
8,9,BUSHES,BOB_ROSS,Bob Ross,Himself
8,9,CLOUDS,BOB_ROSS,Bob Ross,Himself
8,9,CONIFER,BOB_ROSS,Bob Ross,Himself
8,9,FRAMED,BOB_ROSS,Bob Ross,Himself
8,9,RECTANGULAR_FRAME,BOB_ROSS,Bob Ross,Himself
8,9,TREE,BOB_ROSS,Bob Ross,Himself
8,9,TREES,BOB_ROSS,Bob Ross,Himself
8,10,CACTUS,BOB_ROSS,Bob Ross,Himself
8,10,CLOUDS,BOB_ROSS,Bob Ross,Himself
8,10,PATH,BOB_ROSS,Bob Ross,Himself
8,10,ROCKS,BOB_ROSS,Bob Ross,Himself
8,12,CABIN,BOB_ROSS,Bob Ross,Himself
8,12,CLOUDS,BOB_ROSS,Bob Ross,Himself
8,12,CONIFER,BOB_ROSS,Bob Ross,Himself
8,12,SNOW,BOB_ROSS,Bob Ross,Himself
8,12,STRUCTURE,BOB_ROSS,Bob Ross,Himself
8,12,TREE,BOB_ROSS,Bob Ross,Himself
8,12,WINTER,BOB_ROSS,Bob Ross,Himself
8,13,AURORA_BOREALIS,BOB_ROSS,Bob Ross,Himself
8,13,CABIN,BOB_ROSS,Bob Ross,Himself
8,13,CONIFER,BOB_ROSS,Bob Ross,Himself
8,13,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
8,13,LAKE,BOB_ROSS,Bob Ross,Himself
8,13,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
8,13,NIGHT,BOB_ROSS,Bob Ross,Himself
8,13,SNOW,BOB_ROSS,Bob Ross,Himself
8,13,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
8,13,STRUCTURE,BOB_ROSS,Bob Ross,Himself
8,13,TREE,BOB_ROSS,Bob Ross,Himself
8,13,TREES,BOB_ROSS,Bob Ross,Himself
8,13,WINTER,BOB_ROSS,Bob Ross,Himself
9,1,CIRRUS,BOB_ROSS,Bob Ross,Himself
9,1,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,1,CONIFER,BOB_ROSS,Bob Ross,Himself
9,1,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,1,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
9,1,SNOW,BOB_ROSS,Bob Ross,Himself
9,1,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,1,SUN,BOB_ROSS,Bob Ross,Himself
9,1,TREE,BOB_ROSS,Bob Ross,Himself
9,1,TREES,BOB_ROSS,Bob Ross,Himself
9,1,WINTER,BOB_ROSS,Bob Ross,Himself
9,2,BEACH,BOB_ROSS,Bob Ross,Himself
9,2,CLIFF,BOB_ROSS,Bob Ross,Himself
9,2,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,2,CUMULUS,BOB_ROSS,Bob Ross,Himself
9,2,OCEAN,BOB_ROSS,Bob Ross,Himself
9,2,ROCKS,BOB_ROSS,Bob Ross,Himself
9,2,WAVES,BOB_ROSS,Bob Ross,Himself
9,3,BUSHES,BOB_ROSS,Bob Ross,Himself
9,3,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,3,CONIFER,BOB_ROSS,Bob Ross,Himself
9,3,LAKE,BOB_ROSS,Bob Ross,Himself
9,3,TREE,BOB_ROSS,Bob Ross,Himself
9,3,TREES,BOB_ROSS,Bob Ross,Himself
9,4,BUSHES,BOB_ROSS,Bob Ross,Himself
9,4,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,4,CONIFER,BOB_ROSS,Bob Ross,Himself
9,4,CUMULUS,BOB_ROSS,Bob Ross,Himself
9,4,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
9,4,GRASS,BOB_ROSS,Bob Ross,Himself
9,4,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,4,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
9,4,PATH,BOB_ROSS,Bob Ross,Himself
9,4,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,4,TREE,BOB_ROSS,Bob Ross,Himself
9,4,TREES,BOB_ROSS,Bob Ross,Himself
9,5,BUSHES,BOB_ROSS,Bob Ross,Himself
9,5,CABIN,BOB_ROSS,Bob Ross,Himself
9,5,CONIFER,BOB_ROSS,Bob Ross,Himself
9,5,FOG,BOB_ROSS,Bob Ross,Himself
9,5,FRAMED,BOB_ROSS,Bob Ross,Himself
9,5,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,5,OVAL_FRAME,BOB_ROSS,Bob Ross,Himself
9,5,RIVER,BOB_ROSS,Bob Ross,Himself
9,5,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,5,STRUCTURE,BOB_ROSS,Bob Ross,Himself
9,5,TREE,BOB_ROSS,Bob Ross,Himself
9,5,TREES,BOB_ROSS,Bob Ross,Himself
9,6,BEACH,BOB_ROSS,Bob Ross,Himself
9,6,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,6,CUMULUS,BOB_ROSS,Bob Ross,Himself
9,6,OCEAN,BOB_ROSS,Bob Ross,Himself
9,6,ROCKS,BOB_ROSS,Bob Ross,Himself
9,6,WAVES,BOB_ROSS,Bob Ross,Himself
9,7,BUSHES,BOB_ROSS,Bob Ross,Himself
9,7,CONIFER,BOB_ROSS,Bob Ross,Himself
9,7,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
9,7,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,7,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
9,7,RIVER,BOB_ROSS,Bob Ross,Himself
9,7,ROCKS,BOB_ROSS,Bob Ross,Himself
9,7,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,7,TREE,BOB_ROSS,Bob Ross,Himself
9,7,TREES,BOB_ROSS,Bob Ross,Himself
9,8,CABIN,BOB_ROSS,Bob Ross,Himself
9,8,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
9,8,FENCE,BOB_ROSS,Bob Ross,Himself
9,8,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,8,PATH,BOB_ROSS,Bob Ross,Himself
9,8,STRUCTURE,BOB_ROSS,Bob Ross,Himself
9,8,TREE,BOB_ROSS,Bob Ross,Himself
9,8,TREES,BOB_ROSS,Bob Ross,Himself
9,9,BUSHES,BOB_ROSS,Bob Ross,Himself
9,9,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,9,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,9,RIVER,BOB_ROSS,Bob Ross,Himself
9,9,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,9,TREE,BOB_ROSS,Bob Ross,Himself
9,9,TREES,BOB_ROSS,Bob Ross,Himself
9,10,NULL,BOB_ROSS,Bob Ross,Himself
9,11,BUSHES,BOB_ROSS,Bob Ross,Himself
9,11,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,11,CUMULUS,BOB_ROSS,Bob Ross,Himself
9,11,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
9,11,GRASS,BOB_ROSS,Bob Ross,Himself
9,11,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,11,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
9,11,RIVER,BOB_ROSS,Bob Ross,Himself
9,11,TREE,BOB_ROSS,Bob Ross,Himself
9,11,TREES,BOB_ROSS,Bob Ross,Himself
9,12,BEACH,BOB_ROSS,Bob Ross,Himself
9,12,BUSHES,BOB_ROSS,Bob Ross,Himself
9,12,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,12,CUMULUS,BOB_ROSS,Bob Ross,Himself
9,12,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
9,12,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,12,OCEAN,BOB_ROSS,Bob Ross,Himself
9,12,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,12,TREE,BOB_ROSS,Bob Ross,Himself
9,12,WAVES,BOB_ROSS,Bob Ross,Himself
9,13,CIRRUS,BOB_ROSS,Bob Ross,Himself
9,13,CLOUDS,BOB_ROSS,Bob Ross,Himself
9,13,CONIFER,BOB_ROSS,Bob Ross,Himself
9,13,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
9,13,GRASS,BOB_ROSS,Bob Ross,Himself
9,13,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,13,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
9,13,RIVER,BOB_ROSS,Bob Ross,Himself
9,13,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
9,13,TREE,BOB_ROSS,Bob Ross,Himself
9,13,TREES,BOB_ROSS,Bob Ross,Himself
10,1,BUSHES,BOB_ROSS,Bob Ross,Himself
10,1,CLOUDS,BOB_ROSS,Bob Ross,Himself
10,1,CONIFER,BOB_ROSS,Bob Ross,Himself
10,1,CUMULUS,BOB_ROSS,Bob Ross,Himself
10,1,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
10,1,HILLS,BOB_ROSS,Bob Ross,Himself
10,1,LAKE,BOB_ROSS,Bob Ross,Himself
10,1,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
10,1,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
10,1,TREE,BOB_ROSS,Bob Ross,Himself
10,1,TREES,BOB_ROSS,Bob Ross,Himself
10,2,CABIN,BOB_ROSS,Bob Ross,Himself
10,2,CLOUDS,BOB_ROSS,Bob Ross,Himself
10,2,CONIFER,BOB_ROSS,Bob Ross,Himself
10,2,FENCE,BOB_ROSS,Bob Ross,Himself
10,2,GRASS,BOB_ROSS,Bob Ross,Himself
10,2,STRUCTURE,BOB_ROSS,Bob Ross,Himself
10,2,TREE,BOB_ROSS,Bob Ross,Himself
10,2,TREES,BOB_ROSS,Bob Ross,Himself
10,3,CLOUDS,BOB_ROSS,Bob Ross,Himself
10,3,CONIFER,BOB_ROSS,Bob Ross,Himself
10,3,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
10,3,GRASS,BOB_ROSS,Bob Ross,Himself
10,3,HILLS,BOB_ROSS,Bob Ross,Himself
10,3,RIVER,BOB_ROSS,Bob Ross,Himself
10,3,ROCKS,BOB_ROSS,Bob Ross,Himself
10,3,TREE,BOB_ROSS,Bob Ross,Himself
10,3,TREES,BOB_ROSS,Bob Ross,Himself
10,3,WATERFALL,BOB_ROSS,Bob Ross,Himself
10,4,BRIDGE,BOB_ROSS,Bob Ross,Himself
10,4,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
10,4,RIVER,BOB_ROSS,Bob Ross,Himself
10,4,ROCKS,BOB_ROSS,Bob Ross,Himself
10,4,STRUCTURE,BOB_ROSS,Bob Ross,Himself
10,4,TREE,BOB_ROSS,Bob Ross,Himself
10,4,TREES,BOB_ROSS,Bob Ross,Himself
10,5,CLOUDS,BOB_ROSS,Bob Ross,Himself
10,5,CUMULUS,BOB_ROSS,Bob Ross,Himself
10,5,OCEAN,BOB_ROSS,Bob Ross,Himself
10,5,ROCKS,BOB_ROSS,Bob Ross,Himself
10,5,WAVES,BOB_ROSS,Bob Ross,Himself
10,6,BUSHES,BOB_ROSS,Bob Ross,Himself
10,6,CLOUDS,BOB_ROSS,Bob Ross,Himself
10,6,CONIFER,BOB_ROSS,Bob Ross,Himself
10,6,CUMULUS,BOB_ROSS,Bob Ross,Himself
10,6,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
10,6,LAKE,BOB_ROSS,Bob Ross,Himself
10,6,MOUNTAIN,BOB_ROSS,Bob Ross,Himself
10,6,MOUNTAINS,BOB_ROSS,Bob Ross,Himself
10,6,SNOWY_MOUNTAIN,BOB_ROSS,Bob Ross,Himself
10,6,TREE,BOB_ROSS,Bob Ross,Himself
10,6,TREES,BOB_ROSS,Bob Ross,Himself
10,7,BUSHES,BOB_ROSS,Bob Ross,Himself
10,7,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
10,7,SNOW,BOB_ROSS,Bob Ross,Himself
10,7,TREE,BOB_ROSS,Bob Ross,Himself
10,7,TREES,BOB_ROSS,Bob Ross,Himself
10,7,WINTER,BOB_ROSS,Bob Ross,Himself
10,8,DECIDUOUS,BOB_ROSS,Bob Ross,Himself
10,8,LAKE,BOB_ROSS,Bob Ross,Himself
10,8,SNOW,BOB_ROSS,Bob Ross,Himself
10,8,SUN,BOB_ROSS,Bob Ross,Himself
10,8,TREE,BOB_ROSS,Bob Ross,Himself
10,8,TREES,BOB_ROSS,Bob Ross,Himself
