date,stock_type,price_type,price
2020-11-11,KO,low,53.330002
2020-11-12,KO,low,52.610001
2020-11-13,KO,low,52.889999
2020-11-16,KO,low,53.279999
2020-11-17,KO,low,53.029999
2020-11-18,KO,low,52.560001
2020-11-19,KO,low,51.950001
2020-11-20,KO,low,52.59
2020-11-23,KO,low,52.200001
2020-11-24,KO,low,53.02
2020-11-25,KO,low,52.790001
2020-11-27,KO,low,52.610001
2020-11-30,KO,low,51.080002
2020-12-01,KO,low,51.790001
2020-12-02,KO,low,51.639999
2020-12-03,KO,low,51.900002
2020-12-04,KO,low,52.759998
2020-12-07,KO,low,52.700001
2020-12-08,KO,low,52.790001
2020-12-09,KO,low,53.0
2020-12-10,KO,low,52.98
2020-12-11,KO,low,52.779999
2020-12-14,KO,low,53.18
2020-12-15,KO,low,53.599998
2020-12-16,KO,low,52.939999
2020-12-17,KO,low,53.150002
2020-12-18,KO,low,52.619999
2020-12-21,KO,low,51.98
2020-12-22,KO,low,52.389999
2020-12-23,KO,low,52.939999
2020-12-24,KO,low,53.02
2020-12-28,KO,low,53.73
2020-12-29,KO,low,54.02
2020-12-30,KO,low,54.029999
2020-12-31,KO,low,54.27
2021-01-04,KO,low,52.029999
2021-01-05,KO,low,52.029999
2021-01-06,KO,low,50.189999
2021-01-07,KO,low,49.52
2021-01-08,KO,low,49.84
2021-01-11,KO,low,49.950001
2021-01-12,KO,low,49.759998
2021-01-13,KO,low,49.950001
2021-01-14,KO,low,49.220001
2021-01-15,KO,low,48.529999
2021-01-19,KO,low,48.240002
2021-01-20,KO,low,48.310001
2021-01-21,KO,low,48.459999
2021-01-22,KO,low,48.490002
2021-01-25,KO,low,48.240002
2020-09-01,TSLA,low,470.51001
2020-09-02,TSLA,low,405.119995
2020-09-03,TSLA,low,402.0
2020-09-04,TSLA,low,372.019989
2020-09-08,TSLA,low,329.880005
2020-09-09,TSLA,low,341.51001
2020-09-10,TSLA,low,360.559998
2020-09-11,TSLA,low,360.5
2020-09-14,TSLA,low,373.299988
2020-09-15,TSLA,low,430.700012
2020-09-16,TSLA,low,435.309998
2020-09-17,TSLA,low,408.0
2020-09-18,TSLA,low,428.799988
2020-09-21,TSLA,low,407.070007
2020-09-22,TSLA,low,417.600006
2020-09-23,TSLA,low,375.880005
2020-09-24,TSLA,low,351.299988
2020-09-25,TSLA,low,391.299988
2020-09-28,TSLA,low,415.549988
2020-09-29,TSLA,low,411.600006
2020-09-30,TSLA,low,420.470001
2020-10-01,TSLA,low,434.420013
2020-10-02,TSLA,low,415.0
2020-10-05,TSLA,low,419.329987
2020-10-06,TSLA,low,406.049988
2020-10-07,TSLA,low,413.850006
2020-10-08,TSLA,low,425.299988
2020-10-09,TSLA,low,426.459991
2020-10-12,TSLA,low,438.579987
2020-10-13,TSLA,low,436.600006
2020-10-14,TSLA,low,447.350006
2020-10-15,TSLA,low,442.5
2020-10-16,TSLA,low,438.850006
2020-10-19,TSLA,low,428.869995
2020-10-20,TSLA,low,419.049988
2020-10-21,TSLA,low,421.25
2020-10-22,TSLA,low,424.51001
2020-10-23,TSLA,low,407.380005
2020-10-26,TSLA,low,410.0
2020-10-27,TSLA,low,420.100006
2020-10-28,TSLA,low,406.0
2020-10-29,TSLA,low,406.459991
2020-10-30,TSLA,low,379.109985
2020-11-02,TSLA,low,392.299988
2020-11-03,TSLA,low,406.690002
2020-11-04,TSLA,low,417.100006
2020-11-05,TSLA,low,424.0
2020-11-06,TSLA,low,424.279999
2020-11-09,TSLA,low,421.0
2020-11-10,TSLA,low,396.029999
2020-11-11,TSLA,low,410.579987
2020-11-12,TSLA,low,409.519989
2020-11-13,TSLA,low,401.660004
2020-11-16,TSLA,low,404.089996
2020-11-17,TSLA,low,433.01001
2020-11-18,TSLA,low,443.5
2020-11-19,TSLA,low,487.570007
2020-11-20,TSLA,low,489.059998
2020-11-23,TSLA,low,501.790009
2020-11-24,TSLA,low,526.200012
2020-11-25,TSLA,low,545.369995
2020-11-27,TSLA,low,578.450012
2020-11-30,TSLA,low,554.51001
2020-12-01,TSLA,low,572.049988
2020-12-02,TSLA,low,541.210022
2020-12-03,TSLA,low,582.429993
2020-12-04,TSLA,low,585.5
2020-12-07,TSLA,low,603.049988
2020-12-08,TSLA,low,618.5
2020-12-09,TSLA,low,588.0
2020-12-10,TSLA,low,566.340027
2020-12-11,TSLA,low,596.799988
2020-12-14,TSLA,low,610.200012
2020-12-15,TSLA,low,623.799988
2020-12-16,TSLA,low,605.0
2020-12-17,TSLA,low,619.5
2020-12-18,TSLA,low,628.539978
2020-12-21,TSLA,low,646.070007
2020-12-22,TSLA,low,614.22998
2020-12-23,TSLA,low,622.570007
2020-12-24,TSLA,low,641.0
2020-12-28,TSLA,low,660.799988
2020-12-29,TSLA,low,655.0
2020-12-30,TSLA,low,668.359985
2020-12-31,TSLA,low,691.119995
2021-01-04,TSLA,low,717.190002
2021-01-05,TSLA,low,719.200012
2021-01-06,TSLA,low,749.099976
2021-01-07,TSLA,low,775.200012
2021-01-08,TSLA,low,838.390015
2021-01-11,TSLA,low,803.619995
2021-01-12,TSLA,low,827.340027
2021-01-13,TSLA,low,832.0
2021-01-14,TSLA,low,838.75
2021-01-15,TSLA,low,819.099976
2021-01-19,TSLA,low,833.0
2021-01-20,TSLA,low,837.280029
2021-01-21,TSLA,low,841.419983
2021-01-22,TSLA,low,828.619995
2021-01-25,TSLA,low,838.820007
2020-09-01,VZ,low,58.779999
2020-09-02,VZ,low,59.0
2020-09-03,VZ,low,60.139999
2020-09-04,VZ,low,60.060001
2020-09-08,VZ,low,59.619999
2020-09-09,VZ,low,59.970001
2020-09-10,VZ,low,59.41
2020-09-11,VZ,low,59.360001
2020-09-14,VZ,low,60.0
2020-09-15,VZ,low,60.099998
2020-09-16,VZ,low,60.32
2020-09-17,VZ,low,60.099998
2020-09-18,VZ,low,60.150002
2020-09-21,VZ,low,59.02
2020-09-22,VZ,low,59.52
2020-09-23,VZ,low,58.849998
2020-09-24,VZ,low,58.650002
2020-09-25,VZ,low,58.810001
2020-09-28,VZ,low,59.18
2020-09-29,VZ,low,59.099998
2020-09-30,VZ,low,59.049999
2020-10-01,VZ,low,59.029999
2020-10-02,VZ,low,59.110001
2020-10-05,VZ,low,59.259998
2020-10-06,VZ,low,59.330002
2020-10-07,VZ,low,59.200001
2020-10-08,VZ,low,58.970001
2020-10-09,VZ,low,59.080002
2020-10-12,VZ,low,59.150002
2020-10-13,VZ,low,58.849998
2020-10-14,VZ,low,58.389999
2020-10-15,VZ,low,57.720001
2020-10-16,VZ,low,58.009998
2020-10-19,VZ,low,57.080002
2020-10-20,VZ,low,56.759998
2020-10-21,VZ,low,56.689999
2020-10-22,VZ,low,56.509998
2020-10-23,VZ,low,57.459999
2020-10-26,VZ,low,56.970001
2020-10-27,VZ,low,57.310001
2020-10-28,VZ,low,56.119999
2020-10-29,VZ,low,56.02
2020-10-30,VZ,low,56.369999
2020-11-02,VZ,low,57.0
2020-11-03,VZ,low,57.509998
2020-11-04,VZ,low,56.580002
2020-11-05,VZ,low,57.799999
2020-11-06,VZ,low,58.009998
2020-11-09,VZ,low,59.509998
2020-11-10,VZ,low,60.200001
2020-11-11,VZ,low,60.470001
2020-11-12,VZ,low,60.34
2020-11-13,VZ,low,60.380001
2020-11-16,VZ,low,60.700001
2020-11-17,VZ,low,60.360001
2020-11-18,VZ,low,60.299999
2020-11-19,VZ,low,59.900002
2020-11-20,VZ,low,59.950001
2020-11-23,VZ,low,60.0
2020-11-24,VZ,low,60.360001
2020-11-25,VZ,low,60.330002
2020-11-27,VZ,low,60.41
2020-11-30,VZ,low,60.189999
2020-12-01,VZ,low,60.279999
2020-12-02,VZ,low,61.009998
2020-12-03,VZ,low,61.040001
2020-12-04,VZ,low,61.27
2020-12-07,VZ,low,61.18
2020-12-08,VZ,low,60.880001
2020-12-09,VZ,low,61.09
2020-12-10,VZ,low,60.330002
2020-12-11,VZ,low,59.970001
2020-12-14,VZ,low,59.77
2020-12-15,VZ,low,59.970001
2020-12-16,VZ,low,59.669998
2020-12-17,VZ,low,59.610001
2020-12-18,VZ,low,59.790001
2020-12-21,VZ,low,59.279999
2020-12-22,VZ,low,58.860001
2020-12-23,VZ,low,58.889999
2020-12-24,VZ,low,58.66
2020-12-28,VZ,low,58.650002
2020-12-29,VZ,low,58.639999
2020-12-30,VZ,low,58.060001
2020-12-31,VZ,low,58.02
2021-01-04,VZ,low,58.439999
2021-01-05,VZ,low,58.459999
2021-01-06,VZ,low,58.540001
2021-01-07,VZ,low,58.080002
2021-01-08,VZ,low,57.369999
2021-01-11,VZ,low,57.290001
2021-01-12,VZ,low,56.689999
2021-01-13,VZ,low,56.880001
2021-01-14,VZ,low,56.66
2021-01-15,VZ,low,56.709999
2021-01-19,VZ,low,56.98
2021-01-20,VZ,low,56.66
2021-01-21,VZ,low,57.049999
2021-01-22,VZ,low,56.759998
2021-01-25,VZ,low,57.18
2020-09-01,AAPL,high,134.800003
2020-09-02,AAPL,high,137.979996
2020-09-03,AAPL,high,128.839996
2020-09-04,AAPL,high,123.699997
2020-09-08,AAPL,high,118.989998
2020-09-09,AAPL,high,119.139999
2020-09-10,AAPL,high,120.5
2020-09-11,AAPL,high,115.230003
2020-09-14,AAPL,high,115.93
2020-09-15,AAPL,high,118.830002
2020-09-16,AAPL,high,116.0
2020-09-17,AAPL,high,112.199997
2020-09-18,AAPL,high,110.879997
2020-09-21,AAPL,high,110.190002
2020-09-22,AAPL,high,112.860001
2020-09-23,AAPL,high,112.110001
2020-09-24,AAPL,high,110.25
2020-09-25,AAPL,high,112.440002
2020-09-28,AAPL,high,115.32
2020-09-29,AAPL,high,115.309998
2020-09-30,AAPL,high,117.260002
2020-10-01,AAPL,high,117.720001
2020-10-02,AAPL,high,115.370003
2020-10-05,AAPL,high,116.650002
2020-10-06,AAPL,high,116.120003
2020-10-07,AAPL,high,115.550003
2020-10-08,AAPL,high,116.400002
2020-10-09,AAPL,high,117.0
2020-10-12,AAPL,high,125.18
2020-10-13,AAPL,high,125.389999
2020-10-14,AAPL,high,123.029999
2020-10-15,AAPL,high,121.199997
2020-10-16,AAPL,high,121.550003
2020-10-19,AAPL,high,120.419998
2020-10-20,AAPL,high,118.980003
2020-10-21,AAPL,high,118.709999
2020-10-22,AAPL,high,118.040001
2020-10-23,AAPL,high,116.550003
2020-10-26,AAPL,high,116.550003
2020-10-27,AAPL,high,117.279999
2020-10-28,AAPL,high,115.43
2020-10-29,AAPL,high,116.93
2020-10-30,AAPL,high,111.989998
2020-11-02,AAPL,high,110.68
2020-11-03,AAPL,high,111.489998
2020-11-04,AAPL,high,115.589996
2020-11-05,AAPL,high,119.620003
2020-11-06,AAPL,high,119.199997
2020-11-09,AAPL,high,121.989998
2020-11-10,AAPL,high,117.589996
2020-11-11,AAPL,high,119.629997
2020-11-12,AAPL,high,120.529999
2020-11-13,AAPL,high,119.669998
2020-11-16,AAPL,high,120.989998
2020-11-17,AAPL,high,120.669998
2020-11-18,AAPL,high,119.82
2020-11-19,AAPL,high,119.059998
2020-11-20,AAPL,high,118.769997
2020-11-23,AAPL,high,117.620003
2020-11-24,AAPL,high,115.849998
2020-11-25,AAPL,high,116.75
2020-11-27,AAPL,high,117.489998
2020-11-30,AAPL,high,120.970001
2020-12-01,AAPL,high,123.470001
2020-12-02,AAPL,high,123.370003
2020-12-03,AAPL,high,123.779999
2020-12-04,AAPL,high,122.860001
2020-12-07,AAPL,high,124.57
2020-12-08,AAPL,high,124.980003
2020-12-09,AAPL,high,125.949997
2020-12-10,AAPL,high,123.870003
2020-12-11,AAPL,high,122.760002
2020-12-14,AAPL,high,123.349998
2020-12-15,AAPL,high,127.900002
2020-12-16,AAPL,high,128.369995
2020-12-17,AAPL,high,129.580002
2020-12-18,AAPL,high,129.100006
2020-12-21,AAPL,high,128.309998
2020-12-22,AAPL,high,134.410004
2020-12-23,AAPL,high,132.429993
2020-12-24,AAPL,high,133.460007
2020-12-28,AAPL,high,137.339996
2020-12-29,AAPL,high,138.789993
2020-12-30,AAPL,high,135.990005
2020-12-31,AAPL,high,134.740005
2021-01-04,AAPL,high,133.610001
2021-01-05,AAPL,high,131.740005
2021-01-06,AAPL,high,131.050003
2021-01-07,AAPL,high,131.630005
2021-01-08,AAPL,high,132.630005
2021-01-11,AAPL,high,130.169998
2021-01-12,AAPL,high,129.690002
2021-01-13,AAPL,high,131.449997
2021-01-14,AAPL,high,131.0
2021-01-15,AAPL,high,130.220001
2021-01-19,AAPL,high,128.710007
2021-01-20,AAPL,high,132.490005
2021-01-21,AAPL,high,139.669998
2021-01-22,AAPL,high,139.850006
2021-01-25,AAPL,high,145.089996
2020-09-01,AMZN,high,3513.870117
2020-09-02,AMZN,high,3552.25
2020-09-03,AMZN,high,3488.409912
2020-09-04,AMZN,high,3381.5
2020-09-08,AMZN,high,3250.850098
2020-09-09,AMZN,high,3303.179932
2020-09-10,AMZN,high,3349.889893
2020-09-11,AMZN,high,3217.340088
2020-09-14,AMZN,high,3187.389893
2020-09-15,AMZN,high,3175.02002
2020-09-16,AMZN,high,3187.23999
2020-09-17,AMZN,high,3029.429932
2020-09-18,AMZN,high,3037.800049
2020-09-21,AMZN,high,2962.0
2020-09-22,AMZN,high,3133.98999
2020-09-23,AMZN,high,3127.0
2020-09-24,AMZN,high,3069.300049
2020-09-25,AMZN,high,3101.540039
2020-09-28,AMZN,high,3175.040039
2020-09-29,AMZN,high,3188.26001
2020-09-30,AMZN,high,3212.879883
2020-10-01,AMZN,high,3224.0
2020-10-02,AMZN,high,3195.800049
2020-10-05,AMZN,high,3202.530029
2020-10-06,AMZN,high,3182.0
2020-10-07,AMZN,high,3200.0
2020-10-08,AMZN,high,3233.290039
2020-10-09,AMZN,high,3288.98999
2020-10-12,AMZN,high,3496.23999
2020-10-13,AMZN,high,3492.379883
2020-10-14,AMZN,high,3464.879883
2020-10-15,AMZN,high,3355.879883
2020-10-16,AMZN,high,3399.659912
2020-10-19,AMZN,high,3329.0
2020-10-20,AMZN,high,3266.0
2020-10-21,AMZN,high,3233.879883
2020-10-22,AMZN,high,3198.75
2020-10-23,AMZN,high,3205.330078
2020-10-26,AMZN,high,3282.97998
2020-10-27,AMZN,high,3291.659912
2020-10-28,AMZN,high,3264.02002
2020-10-29,AMZN,high,3257.25
2020-10-30,AMZN,high,3167.0
2020-11-02,AMZN,high,3079.709961
2020-11-03,AMZN,high,3074.899902
2020-11-04,AMZN,high,3244.850098
2020-11-05,AMZN,high,3366.800049
2020-11-06,AMZN,high,3322.0
2020-11-09,AMZN,high,3289.0
2020-11-10,AMZN,high,3114.0
2020-11-11,AMZN,high,3139.149902
2020-11-12,AMZN,high,3175.879883
2020-11-13,AMZN,high,3141.719971
2020-11-16,AMZN,high,3142.699951
2020-11-17,AMZN,high,3189.25
2020-11-18,AMZN,high,3140.0
2020-11-19,AMZN,high,3125.0
2020-11-20,AMZN,high,3132.889893
2020-11-23,AMZN,high,3139.75
2020-11-24,AMZN,high,3134.25
2020-11-25,AMZN,high,3198.0
2020-11-27,AMZN,high,3216.189941
2020-11-30,AMZN,high,3228.389893
2020-12-01,AMZN,high,3248.949951
2020-12-02,AMZN,high,3232.0
2020-12-03,AMZN,high,3228.639893
2020-12-04,AMZN,high,3198.209961
2020-12-07,AMZN,high,3180.76001
2020-12-08,AMZN,high,3184.129883
2020-12-09,AMZN,high,3174.429932
2020-12-10,AMZN,high,3142.100098
2020-12-11,AMZN,high,3118.669922
2020-12-14,AMZN,high,3190.469971
2020-12-15,AMZN,high,3188.5
2020-12-16,AMZN,high,3247.0
2020-12-17,AMZN,high,3263.51001
2020-12-18,AMZN,high,3249.419922
2020-12-21,AMZN,high,3226.969971
2020-12-22,AMZN,high,3222.0
2020-12-23,AMZN,high,3210.129883
2020-12-24,AMZN,high,3202.0
2020-12-28,AMZN,high,3304.0
2020-12-29,AMZN,high,3350.649902
2020-12-30,AMZN,high,3342.100098
2020-12-31,AMZN,high,3282.919922
2021-01-04,AMZN,high,3272.0
2021-01-05,AMZN,high,3223.379883
2021-01-06,AMZN,high,3197.51001
2021-01-07,AMZN,high,3208.540039
2021-01-08,AMZN,high,3190.639893
2021-01-11,AMZN,high,3156.379883
2021-01-12,AMZN,high,3142.139893
2021-01-13,AMZN,high,3189.949951
2021-01-14,AMZN,high,3178.0
2021-01-15,AMZN,high,3142.550049
2021-01-19,AMZN,high,3145.0
2021-01-20,AMZN,high,3279.800049
2021-01-21,AMZN,high,3348.550049
2021-01-22,AMZN,high,3321.909912
2021-01-25,AMZN,high,3363.889893
2020-09-01,GME,high,7.82
2020-09-02,GME,high,8.05
2020-09-03,GME,high,8.45
2020-09-04,GME,high,7.92
2020-09-08,GME,high,8.28
2020-09-09,GME,high,7.99
2020-09-10,GME,high,6.95
2020-09-11,GME,high,6.33
2020-09-14,GME,high,7.0
2020-09-15,GME,high,7.26
2020-09-16,GME,high,9.04
2020-09-17,GME,high,9.77
2020-09-18,GME,high,9.77
2020-09-21,GME,high,9.6
2020-09-22,GME,high,11.17
2020-09-23,GME,high,10.86
2020-09-24,GME,high,9.81
2020-09-25,GME,high,10.18
2020-09-28,GME,high,10.26
2020-09-29,GME,high,10.65
2020-09-30,GME,high,10.76
2020-10-01,GME,high,10.25
2020-10-02,GME,high,9.78
2020-10-05,GME,high,9.59
2020-10-06,GME,high,9.84
2020-10-07,GME,high,9.56
2020-10-08,GME,high,13.64
2020-10-09,GME,high,14.8
2020-10-12,GME,high,12.77
2020-10-13,GME,high,12.42
2020-10-14,GME,high,12.68
2020-10-15,GME,high,15.1
2020-10-16,GME,high,13.9
2020-10-19,GME,high,14.5
2020-10-20,GME,high,14.14
2020-10-21,GME,high,14.42
2020-10-22,GME,high,15.87
2020-10-23,GME,high,15.38
2020-10-26,GME,high,15.45
2020-10-27,GME,high,13.71
2020-10-28,GME,high,13.05
2020-10-29,GME,high,12.25
2020-10-30,GME,high,11.64
2020-11-02,GME,high,11.09
2020-11-03,GME,high,11.86
2020-11-04,GME,high,11.77
2020-11-05,GME,high,11.84
2020-11-06,GME,high,12.17
2020-11-09,GME,high,12.93
2020-11-10,GME,high,11.66
2020-11-11,GME,high,11.95
2020-11-12,GME,high,11.87
2020-11-13,GME,high,11.55
2020-11-16,GME,high,12.66
2020-11-17,GME,high,11.92
2020-11-18,GME,high,12.04
2020-11-19,GME,high,12.79
2020-11-20,GME,high,13.46
2020-11-23,GME,high,14.12
2020-11-24,GME,high,14.26
2020-11-25,GME,high,15.25
2020-11-27,GME,high,16.74
2020-11-30,GME,high,19.42
2020-12-01,GME,high,17.4
2020-12-02,GME,high,16.68
2020-12-03,GME,high,16.639999
2020-12-04,GME,high,17.290001
2020-12-07,GME,high,17.5
2020-12-08,GME,high,17.209999
2020-12-09,GME,high,14.73
2020-12-10,GME,high,14.41
2020-12-11,GME,high,14.0
2020-12-14,GME,high,13.43
2020-12-15,GME,high,14.02
2020-12-16,GME,high,14.31
2020-12-17,GME,high,14.98
2020-12-18,GME,high,16.299999
2020-12-21,GME,high,16.35
2020-12-22,GME,high,20.040001
2020-12-23,GME,high,22.35
2020-12-24,GME,high,21.48
2020-12-28,GME,high,21.969999
2020-12-29,GME,high,21.07
2020-12-30,GME,high,20.0
2020-12-31,GME,high,19.799999
2021-01-04,GME,high,19.1
2021-01-05,GME,high,18.08
2021-01-06,GME,high,18.98
2021-01-07,GME,high,19.450001
2021-01-08,GME,high,18.299999
2021-01-11,GME,high,20.65
2021-01-12,GME,high,20.4
2021-01-13,GME,high,38.650002
2021-01-14,GME,high,43.060001
2021-01-15,GME,high,40.75
2021-01-19,GME,high,45.52
2021-01-20,GME,high,41.189999
2021-01-21,GME,high,44.75
2021-01-22,GME,high,76.760002
2021-01-25,GME,high,159.179993
2020-09-01,KO,high,49.349998
2020-09-02,KO,high,51.360001
2020-09-03,KO,high,52.139999
2020-09-04,KO,high,51.470001
2020-09-08,KO,high,51.040001
2020-09-09,KO,high,50.759998
2020-09-10,KO,high,50.68
2020-09-11,KO,high,51.200001
2020-09-14,KO,high,51.23
2020-09-15,KO,high,51.380001
2020-09-16,KO,high,51.450001
2020-09-17,KO,high,50.630001
2020-09-18,KO,high,51.16
2020-09-21,KO,high,50.02
2020-09-22,KO,high,50.040001
2020-09-23,KO,high,49.919998
2020-09-24,KO,high,49.099998
2020-09-25,KO,high,48.759998
2020-09-28,KO,high,49.709999
2020-09-29,KO,high,49.560001
2020-09-30,KO,high,49.619999
2020-10-01,KO,high,49.66
2020-10-02,KO,high,49.580002
2020-10-05,KO,high,49.549999
2020-10-06,KO,high,49.73
2020-10-07,KO,high,49.759998
2020-10-08,KO,high,50.540001
2020-10-09,KO,high,51.23
2020-10-12,KO,high,51.529999
2020-10-13,KO,high,50.990002
2020-10-14,KO,high,50.490002
2020-10-15,KO,high,50.130001
2020-10-16,KO,high,50.349998
2020-10-19,KO,high,50.48
2020-10-20,KO,high,50.619999
2020-10-21,KO,high,50.43
2020-10-22,KO,high,51.200001
2020-10-23,KO,high,51.18
2020-10-26,KO,high,50.509998
2020-10-27,KO,high,50.290001
2020-10-28,KO,high,49.150002
2020-10-29,KO,high,48.48
2020-10-30,KO,high,48.119999
2020-11-02,KO,high,48.950001
2020-11-03,KO,high,49.959999
2020-11-04,KO,high,50.209999
2020-11-05,KO,high,50.209999
2020-11-06,KO,high,49.990002
2020-11-09,KO,high,53.259998
2020-11-10,KO,high,54.279999
2020-11-11,KO,high,54.299999
2020-11-12,KO,high,53.209999
2020-11-13,KO,high,53.5
2020-11-16,KO,high,54.619999
2020-11-17,KO,high,53.75
2020-11-18,KO,high,54.02
2020-11-19,KO,high,53.23
2020-11-20,KO,high,53.25
2020-11-23,KO,high,53.169998
2020-11-24,KO,high,53.59
2020-11-25,KO,high,53.279999
2020-11-27,KO,high,53.189999
2020-11-30,KO,high,52.189999
2020-12-01,KO,high,52.330002
2020-12-02,KO,high,52.130001
2020-12-03,KO,high,52.939999
2020-12-04,KO,high,53.869999
2020-12-07,KO,high,53.779999
2020-12-08,KO,high,53.48
2020-12-09,KO,high,53.599998
2020-12-10,KO,high,53.509998
2020-12-11,KO,high,53.540001
2020-12-14,KO,high,53.84
2020-12-15,KO,high,54.220001
2020-12-16,KO,high,53.799999
2020-12-17,KO,high,53.709999
2020-12-18,KO,high,53.84
2020-12-21,KO,high,53.0
2020-12-22,KO,high,53.18
2020-12-23,KO,high,53.389999
2020-12-24,KO,high,53.549999
2020-12-28,KO,high,54.439999
2020-12-29,KO,high,54.490002
2020-12-30,KO,high,54.630001
2020-12-31,KO,high,54.93
2021-01-04,KO,high,54.630001
2021-01-05,KO,high,52.619999
2021-01-06,KO,high,52.02
2021-01-07,KO,high,50.259998
2021-01-08,KO,high,51.130001
2021-01-11,KO,high,50.860001
2021-01-12,KO,high,50.369999
2021-01-13,KO,high,50.360001
2021-01-14,KO,high,50.18
2021-01-15,KO,high,49.18
2021-01-19,KO,high,49.040001
2021-01-20,KO,high,48.82
2021-01-21,KO,high,49.09
2021-01-22,KO,high,48.939999
2021-01-25,KO,high,48.84
2020-09-01,TSLA,high,502.48999
2020-09-02,TSLA,high,479.040009
2020-09-03,TSLA,high,431.799988
2020-09-04,TSLA,high,428.0
2020-09-08,TSLA,high,368.73999
2020-09-09,TSLA,high,369.0
2020-09-10,TSLA,high,398.98999
2020-09-11,TSLA,high,382.5
2020-09-14,TSLA,high,420.0
2020-09-15,TSLA,high,461.940002
2020-09-16,TSLA,high,457.790009
2020-09-17,TSLA,high,437.790009
2020-09-18,TSLA,high,451.0
2020-09-21,TSLA,high,455.679993
2020-09-22,TSLA,high,437.76001
2020-09-23,TSLA,high,412.149994
2020-09-24,TSLA,high,399.5
2020-09-25,TSLA,high,408.730011
2020-09-28,TSLA,high,428.079987
2020-09-29,TSLA,high,428.5
2020-09-30,TSLA,high,433.929993
2020-10-01,TSLA,high,448.880005
2020-10-02,TSLA,high,439.130005
2020-10-05,TSLA,high,433.640015
2020-10-06,TSLA,high,428.779999
2020-10-07,TSLA,high,429.899994
2020-10-08,TSLA,high,439.0
2020-10-09,TSLA,high,434.589996
2020-10-12,TSLA,high,448.73999
2020-10-13,TSLA,high,448.890015
2020-10-14,TSLA,high,465.899994
2020-10-15,TSLA,high,456.570007
2020-10-16,TSLA,high,455.950012
2020-10-19,TSLA,high,447.0
2020-10-20,TSLA,high,431.75
2020-10-21,TSLA,high,432.950012
2020-10-22,TSLA,high,445.230011
2020-10-23,TSLA,high,422.890015
2020-10-26,TSLA,high,425.76001
2020-10-27,TSLA,high,430.5
2020-10-28,TSLA,high,418.600006
2020-10-29,TSLA,high,418.059998
2020-10-30,TSLA,high,407.589996
2020-11-02,TSLA,high,406.980011
2020-11-03,TSLA,high,427.769989
2020-11-04,TSLA,high,435.399994
2020-11-05,TSLA,high,440.0
2020-11-06,TSLA,high,436.570007
2020-11-09,TSLA,high,452.5
2020-11-10,TSLA,high,420.089996
2020-11-11,TSLA,high,418.700012
2020-11-12,TSLA,high,423.0
2020-11-13,TSLA,high,412.529999
2020-11-16,TSLA,high,412.450012
2020-11-17,TSLA,high,462.0
2020-11-18,TSLA,high,496.0
2020-11-19,TSLA,high,508.609985
2020-11-20,TSLA,high,502.5
2020-11-23,TSLA,high,526.0
2020-11-24,TSLA,high,559.98999
2020-11-25,TSLA,high,574.0
2020-11-27,TSLA,high,598.780029
2020-11-30,TSLA,high,607.799988
2020-12-01,TSLA,high,597.849976
2020-12-02,TSLA,high,571.539978
2020-12-03,TSLA,high,598.969971
2020-12-04,TSLA,high,599.039978
2020-12-07,TSLA,high,648.789978
2020-12-08,TSLA,high,651.280029
2020-12-09,TSLA,high,654.320007
2020-12-10,TSLA,high,627.75
2020-12-11,TSLA,high,624.0
2020-12-14,TSLA,high,642.75
2020-12-15,TSLA,high,646.900024
2020-12-16,TSLA,high,632.5
2020-12-17,TSLA,high,658.820007
2020-12-18,TSLA,high,695.0
2020-12-21,TSLA,high,668.5
2020-12-22,TSLA,high,649.880005
2020-12-23,TSLA,high,651.5
2020-12-24,TSLA,high,666.090027
2020-12-28,TSLA,high,681.400024
2020-12-29,TSLA,high,669.900024
2020-12-30,TSLA,high,696.599976
2020-12-31,TSLA,high,718.719971
2021-01-04,TSLA,high,744.48999
2021-01-05,TSLA,high,740.840027
2021-01-06,TSLA,high,774.0
2021-01-07,TSLA,high,816.98999
2021-01-08,TSLA,high,884.48999
2021-01-11,TSLA,high,854.429993
2021-01-12,TSLA,high,868.0
2021-01-13,TSLA,high,860.469971
2021-01-14,TSLA,high,863.0
2021-01-15,TSLA,high,859.900024
2021-01-19,TSLA,high,850.0
2021-01-20,TSLA,high,859.5
2021-01-21,TSLA,high,855.719971
2021-01-22,TSLA,high,848.0
2021-01-25,TSLA,high,900.400024
2020-09-01,VZ,high,59.299999
2020-09-02,VZ,high,60.740002
2020-09-03,VZ,high,61.279999
2020-09-04,VZ,high,61.5
2020-09-08,VZ,high,60.799999
2020-09-09,VZ,high,60.75
2020-09-10,VZ,high,60.25
2020-09-11,VZ,high,59.959999
2020-09-14,VZ,high,60.779999
2020-09-15,VZ,high,61.099998
2020-09-16,VZ,high,60.93
2020-09-17,VZ,high,60.990002
2020-09-18,VZ,high,60.939999
2020-09-21,VZ,high,60.080002
2020-09-22,VZ,high,60.369999
2020-09-23,VZ,high,60.139999
2020-09-24,VZ,high,59.560001
2020-09-25,VZ,high,59.450001
2020-09-28,VZ,high,59.799999
2020-09-29,VZ,high,59.490002
2020-09-30,VZ,high,59.709999
2020-10-01,VZ,high,59.599998
2020-10-02,VZ,high,59.549999
2020-10-05,VZ,high,59.84
2020-10-06,VZ,high,59.970001
2020-10-07,VZ,high,59.779999
2020-10-08,VZ,high,59.73
