country_id,year_id,gender_id,age_id,cases,id
8.0,17,1,1,0.0,175
8.0,18,1,1,0.0,176
8.0,19,1,1,0.0,177
8.0,20,1,1,0.0,178
8.0,21,1,1,0.0,179
8.0,22,1,1,0.0,180
8.0,23,1,1,0.0,181
8.0,24,1,1,0.0,182
8.0,25,1,1,0.0,183
8.0,26,1,1,NULL,184
8.0,27,1,1,1.0,185
8.0,28,1,1,NULL,186
8.0,29,1,1,NULL,187
9.0,1,1,1,NULL,188
9.0,2,1,1,NULL,189
9.0,3,1,1,NULL,190
9.0,4,1,1,NULL,191
9.0,5,1,1,NULL,192
9.0,6,1,1,NULL,193
9.0,7,1,1,NULL,194
9.0,8,1,1,NULL,195
9.0,9,1,1,NULL,196
9.0,10,1,1,NULL,197
9.0,11,1,1,NULL,198
9.0,12,1,1,NULL,199
9.0,13,1,1,NULL,200
9.0,14,1,1,NULL,201
9.0,15,1,1,NULL,202
9.0,16,1,1,371.0,203
9.0,17,1,1,388.0,204
9.0,18,1,1,431.0,205
9.0,19,1,1,297.0,206
9.0,20,1,1,459.0,207
9.0,21,1,1,247.0,208
9.0,22,1,1,279.0,209
9.0,23,1,1,640.0,210
9.0,24,1,1,591.0,211
9.0,25,1,1,733.0,212
9.0,26,1,1,704.0,213
9.0,27,1,1,689.0,214
9.0,28,1,1,703.0,215
9.0,29,1,1,512.0,216
10.0,1,1,1,NULL,217
10.0,2,1,1,NULL,218
10.0,3,1,1,NULL,219
10.0,4,1,1,NULL,220
10.0,5,1,1,NULL,221
10.0,6,1,1,NULL,222
10.0,7,1,1,NULL,223
10.0,8,1,1,NULL,224
10.0,9,1,1,NULL,225
10.0,10,1,1,NULL,226
10.0,11,1,1,NULL,227
10.0,12,1,1,NULL,228
10.0,13,1,1,NULL,229
10.0,14,1,1,NULL,230
10.0,15,1,1,NULL,231
10.0,16,1,1,NULL,232
10.0,17,1,1,107.0,233
10.0,18,1,1,133.0,234
10.0,19,1,1,94.0,235
10.0,20,1,1,108.0,236
10.0,21,1,1,121.0,237
10.0,22,1,1,85.0,238
10.0,23,1,1,117.0,239
10.0,24,1,1,99.0,240
10.0,25,1,1,98.0,241
10.0,26,1,1,90.0,242
10.0,27,1,1,74.0,243
10.0,28,1,1,70.0,244
10.0,29,1,1,66.0,245
11.0,1,1,1,NULL,246
11.0,2,1,1,NULL,247
11.0,3,1,1,NULL,248
11.0,4,1,1,NULL,249
11.0,5,1,1,NULL,250
11.0,6,1,1,NULL,251
11.0,7,1,1,NULL,252
11.0,8,1,1,NULL,253
11.0,9,1,1,NULL,254
11.0,10,1,1,NULL,255
11.0,11,1,1,NULL,256
11.0,12,1,1,NULL,257
11.0,13,1,1,NULL,258
11.0,14,1,1,NULL,259
11.0,15,1,1,NULL,260
11.0,16,1,1,NULL,261
11.0,17,1,1,NULL,262
11.0,18,1,1,0.0,263
11.0,19,1,1,NULL,264
11.0,20,1,1,NULL,265
11.0,21,1,1,NULL,266
11.0,22,1,1,NULL,267
11.0,23,1,1,NULL,268
11.0,24,1,1,NULL,269
11.0,25,1,1,NULL,270
11.0,26,1,1,NULL,271
11.0,27,1,1,NULL,272
11.0,28,1,1,NULL,273
11.0,29,1,1,NULL,274
12.0,1,1,1,NULL,275
12.0,2,1,1,NULL,276
12.0,3,1,1,NULL,277
12.0,4,1,1,NULL,278
12.0,5,1,1,NULL,279
12.0,6,1,1,NULL,280
12.0,7,1,1,NULL,281
12.0,8,1,1,NULL,282
12.0,9,1,1,NULL,283
12.0,10,1,1,NULL,284
12.0,11,1,1,NULL,285
12.0,12,1,1,NULL,286
12.0,13,1,1,NULL,287
12.0,14,1,1,NULL,288
12.0,15,1,1,NULL,289
12.0,16,1,1,6.0,290
12.0,17,1,1,NULL,291
12.0,18,1,1,33.0,292
12.0,19,1,1,NULL,293
12.0,20,1,1,0.0,294
12.0,21,1,1,1.0,295
12.0,22,1,1,1.0,296
12.0,23,1,1,0.0,297
12.0,24,1,1,2.0,298
12.0,25,1,1,0.0,299
12.0,26,1,1,0.0,300
12.0,27,1,1,2.0,301
12.0,28,1,1,2.0,302
12.0,29,1,1,NULL,303
13.0,1,1,1,NULL,304
13.0,2,1,1,NULL,305
13.0,3,1,1,NULL,306
13.0,4,1,1,NULL,307
13.0,5,1,1,NULL,308
13.0,6,1,1,NULL,309
13.0,7,1,1,NULL,310
13.0,8,1,1,NULL,311
13.0,9,1,1,NULL,312
13.0,10,1,1,NULL,313
13.0,11,1,1,NULL,314
13.0,12,1,1,NULL,315
13.0,13,1,1,NULL,316
13.0,14,1,1,NULL,317
13.0,15,1,1,NULL,318
13.0,16,1,1,NULL,319
13.0,17,1,1,NULL,320
13.0,18,1,1,0.0,321
13.0,19,1,1,2.0,322
13.0,20,1,1,0.0,323
13.0,21,1,1,0.0,324
13.0,22,1,1,1.0,325
13.0,23,1,1,0.0,326
13.0,24,1,1,0.0,327
13.0,25,1,1,0.0,328
13.0,26,1,1,2.0,329
13.0,27,1,1,2.0,330
13.0,28,1,1,4.0,331
13.0,29,1,1,3.0,332
14.0,1,1,1,NULL,333
14.0,2,1,1,NULL,334
14.0,3,1,1,NULL,335
14.0,4,1,1,NULL,336
14.0,5,1,1,NULL,337
14.0,6,1,1,NULL,338
14.0,7,1,1,NULL,339
14.0,8,1,1,NULL,340
14.0,9,1,1,NULL,341
14.0,10,1,1,NULL,342
14.0,11,1,1,NULL,343
14.0,12,1,1,NULL,344
14.0,13,1,1,NULL,345
14.0,14,1,1,NULL,346
14.0,15,1,1,NULL,347
14.0,16,1,1,0.0,348
14.0,17,1,1,5.0,349
14.0,18,1,1,0.0,350
14.0,19,1,1,0.0,351
14.0,20,1,1,0.0,352
14.0,21,1,1,0.0,353
14.0,22,1,1,2.0,354
14.0,23,1,1,5.0,355
14.0,24,1,1,1.0,356
14.0,25,1,1,8.0,357
14.0,26,1,1,90.0,358
14.0,27,1,1,2.0,359
14.0,28,1,1,NULL,360
14.0,29,1,1,NULL,361
15.0,1,1,1,NULL,362
15.0,2,1,1,NULL,363
15.0,3,1,1,NULL,364
15.0,4,1,1,NULL,365
15.0,5,1,1,NULL,366
15.0,6,1,1,NULL,367
15.0,7,1,1,NULL,368
15.0,8,1,1,NULL,369
15.0,9,1,1,NULL,370
15.0,10,1,1,NULL,371
15.0,11,1,1,NULL,372
15.0,12,1,1,NULL,373
15.0,13,1,1,NULL,374
15.0,14,1,1,NULL,375
15.0,15,1,1,NULL,376
15.0,16,1,1,0.0,377
15.0,17,1,1,0.0,378
15.0,18,1,1,11.0,379
15.0,19,1,1,3.0,380
15.0,20,1,1,6.0,381
15.0,21,1,1,4.0,382
15.0,22,1,1,7.0,383
15.0,23,1,1,2.0,384
15.0,24,1,1,4.0,385
15.0,25,1,1,3.0,386
15.0,26,1,1,2.0,387
15.0,27,1,1,0.0,388
15.0,28,1,1,0.0,389
15.0,29,1,1,3.0,390
16.0,1,1,1,NULL,391
16.0,2,1,1,NULL,392
16.0,3,1,1,NULL,393
16.0,4,1,1,NULL,394
16.0,5,1,1,NULL,395
16.0,6,1,1,NULL,396
16.0,7,1,1,NULL,397
16.0,8,1,1,NULL,398
16.0,9,1,1,NULL,399
16.0,10,1,1,NULL,400
16.0,11,1,1,NULL,401
16.0,12,1,1,NULL,402
16.0,13,1,1,NULL,403
16.0,16,1,1,NULL,404
16.0,17,1,1,NULL,405
16.0,18,1,1,NULL,406
16.0,19,1,1,NULL,407
16.0,20,1,1,NULL,408
16.0,21,1,1,0.0,409
16.0,22,1,1,0.0,410
16.0,23,1,1,NULL,411
16.0,24,1,1,NULL,412
16.0,25,1,1,1.0,413
16.0,26,1,1,NULL,414
16.0,27,1,1,NULL,415
16.0,28,1,1,0.0,416
16.0,29,1,1,0.0,417
17.0,1,1,1,NULL,418
17.0,2,1,1,NULL,419
17.0,3,1,1,NULL,420
17.0,4,1,1,NULL,421
17.0,5,1,1,NULL,422
17.0,6,1,1,NULL,423
17.0,7,1,1,NULL,424
17.0,8,1,1,NULL,425
17.0,9,1,1,NULL,426
17.0,10,1,1,NULL,427
17.0,11,1,1,NULL,428
17.0,12,1,1,NULL,429
17.0,13,1,1,NULL,430
17.0,14,1,1,NULL,431
17.0,15,1,1,NULL,432
17.0,16,1,1,64.0,433
17.0,17,1,1,89.0,434
17.0,18,1,1,328.0,435
17.0,19,1,1,438.0,436
17.0,20,1,1,405.0,437
17.0,21,1,1,495.0,438
17.0,22,1,1,428.0,439
17.0,23,1,1,575.0,440
17.0,24,1,1,544.0,441
17.0,25,1,1,589.0,442
17.0,26,1,1,751.0,443
17.0,27,1,1,850.0,444
17.0,28,1,1,829.0,445
17.0,29,1,1,764.0,446
18.0,1,1,1,NULL,447
18.0,2,1,1,NULL,448
18.0,3,1,1,NULL,449
18.0,4,1,1,NULL,450
18.0,5,1,1,NULL,451
18.0,6,1,1,NULL,452
18.0,7,1,1,NULL,453
18.0,8,1,1,NULL,454
18.0,9,1,1,NULL,455
18.0,10,1,1,NULL,456
18.0,11,1,1,NULL,457
18.0,12,1,1,NULL,458
18.0,13,1,1,NULL,459
18.0,14,1,1,NULL,460
18.0,15,1,1,NULL,461
18.0,16,1,1,3.0,462
18.0,17,1,1,4.0,463
18.0,18,1,1,2.0,464
18.0,19,1,1,2.0,465
18.0,20,1,1,4.0,466
18.0,21,1,1,6.0,467
18.0,22,1,1,6.0,468
18.0,23,1,1,6.0,469
18.0,24,1,1,5.0,470
18.0,25,1,1,6.0,471
18.0,26,1,1,2.0,472
18.0,27,1,1,6.0,473
18.0,28,1,1,4.0,474
18.0,29,1,1,3.0,475
19.0,1,1,1,NULL,476
19.0,2,1,1,NULL,477
19.0,3,1,1,NULL,478
19.0,4,1,1,NULL,479
19.0,5,1,1,NULL,480
19.0,6,1,1,NULL,481
19.0,7,1,1,NULL,482
19.0,8,1,1,NULL,483
19.0,9,1,1,NULL,484
19.0,10,1,1,NULL,485
19.0,11,1,1,NULL,486
19.0,12,1,1,NULL,487
19.0,14,1,1,NULL,488
19.0,15,1,1,NULL,489
19.0,16,1,1,7.0,490
19.0,17,1,1,10.0,491
19.0,18,1,1,10.0,492
19.0,19,1,1,9.0,493
19.0,20,1,1,8.0,494
19.0,21,1,1,7.0,495
19.0,22,1,1,17.0,496
19.0,23,1,1,12.0,497
19.0,24,1,1,19.0,498
19.0,25,1,1,22.0,499
19.0,26,1,1,15.0,500
19.0,27,1,1,33.0,501
19.0,28,1,1,29.0,502
19.0,29,1,1,33.0,503
20.0,1,1,1,NULL,504
20.0,2,1,1,NULL,505
20.0,3,1,1,NULL,506
20.0,4,1,1,NULL,507
20.0,5,1,1,NULL,508
20.0,6,1,1,NULL,509
20.0,7,1,1,NULL,510
20.0,8,1,1,NULL,511
20.0,9,1,1,NULL,512
20.0,10,1,1,NULL,513
20.0,11,1,1,NULL,514
20.0,12,1,1,NULL,515
20.0,13,1,1,NULL,516
20.0,14,1,1,NULL,517
20.0,15,1,1,NULL,518
20.0,16,1,1,NULL,519
20.0,17,1,1,NULL,520
20.0,18,1,1,NULL,521
20.0,19,1,1,NULL,522
20.0,20,1,1,NULL,523
20.0,21,1,1,0.0,524
20.0,22,1,1,1.0,525
20.0,23,1,1,6.0,526
20.0,24,1,1,7.0,527
20.0,25,1,1,4.0,528
20.0,26,1,1,9.0,529
20.0,27,1,1,12.0,530
20.0,28,1,1,4.0,531
20.0,29,1,1,1.0,532
21.0,1,1,1,NULL,533
21.0,2,1,1,NULL,534
21.0,3,1,1,NULL,535
21.0,4,1,1,NULL,536
21.0,5,1,1,NULL,537
21.0,6,1,1,NULL,538
21.0,7,1,1,NULL,539
21.0,8,1,1,NULL,540
21.0,9,1,1,NULL,541
21.0,10,1,1,NULL,542
21.0,11,1,1,NULL,543
21.0,12,1,1,NULL,544
21.0,13,1,1,NULL,545
21.0,14,1,1,NULL,546
21.0,16,1,1,0.0,547
21.0,17,1,1,1.0,548
21.0,18,1,1,0.0,549
21.0,19,1,1,3.0,550
21.0,20,1,1,0.0,551
21.0,21,1,1,0.0,552
21.0,22,1,1,0.0,553
21.0,23,1,1,0.0,554
21.0,24,1,1,0.0,555
21.0,25,1,1,0.0,556
21.0,26,1,1,1.0,557
21.0,27,1,1,0.0,558
21.0,28,1,1,1.0,559
21.0,29,1,1,0.0,560
22.0,1,1,1,NULL,561
22.0,2,1,1,NULL,562
22.0,3,1,1,NULL,563
22.0,4,1,1,NULL,564
22.0,5,1,1,NULL,565
22.0,6,1,1,NULL,566
22.0,7,1,1,NULL,567
22.0,8,1,1,NULL,568
22.0,9,1,1,NULL,569
22.0,10,1,1,NULL,570
22.0,11,1,1,NULL,571
22.0,12,1,1,NULL,572
22.0,13,1,1,NULL,573
22.0,14,1,1,NULL,574
22.0,15,1,1,NULL,575
22.0,16,1,1,19.0,576
22.0,17,1,1,18.0,577
22.0,18,1,1,30.0,578
22.0,19,1,1,49.0,579
22.0,20,1,1,66.0,580
22.0,21,1,1,NULL,581
22.0,22,1,1,81.0,582
22.0,23,1,1,48.0,583
22.0,24,1,1,75.0,584
22.0,25,1,1,51.0,585
22.0,26,1,1,46.0,586
22.0,27,1,1,41.0,587
22.0,28,1,1,55.0,588
22.0,29,1,1,38.0,589
23.0,1,1,1,NULL,590
23.0,2,1,1,NULL,591
23.0,3,1,1,NULL,592
23.0,4,1,1,NULL,593
23.0,5,1,1,NULL,594
23.0,6,1,1,NULL,595
23.0,7,1,1,NULL,596
23.0,8,1,1,NULL,597
23.0,9,1,1,NULL,598
23.0,10,1,1,NULL,599
23.0,11,1,1,NULL,600
23.0,12,1,1,NULL,601
23.0,13,1,1,NULL,602
23.0,14,1,1,NULL,603
23.0,15,1,1,NULL,604
23.0,16,1,1,26.0,605
23.0,17,1,1,34.0,606
23.0,18,1,1,26.0,607
23.0,19,1,1,15.0,608
23.0,20,1,1,28.0,609
23.0,21,1,1,36.0,610
23.0,22,1,1,NULL,611
23.0,23,1,1,35.0,612
23.0,24,1,1,32.0,613
23.0,25,1,1,43.0,614
23.0,26,1,1,25.0,615
23.0,27,1,1,32.0,616
23.0,28,1,1,NULL,617
23.0,29,1,1,38.0,618
24.0,1,1,1,NULL,619
24.0,2,1,1,NULL,620
24.0,3,1,1,NULL,621
24.0,4,1,1,NULL,622
24.0,5,1,1,NULL,623
24.0,6,1,1,NULL,624
24.0,7,1,1,NULL,625
24.0,8,1,1,NULL,626
24.0,9,1,1,NULL,627
24.0,10,1,1,NULL,628
24.0,11,1,1,NULL,629
24.0,12,1,1,NULL,630
24.0,13,1,1,NULL,631
24.0,16,1,1,NULL,632
24.0,17,1,1,NULL,633
24.0,18,1,1,NULL,634
24.0,19,1,1,NULL,635
24.0,20,1,1,NULL,636
24.0,21,1,1,NULL,637
24.0,22,1,1,NULL,638
24.0,23,1,1,NULL,639
24.0,24,1,1,NULL,640
24.0,25,1,1,0.0,641
24.0,26,1,1,NULL,642
24.0,27,1,1,NULL,643
24.0,28,1,1,NULL,644
24.0,29,1,1,NULL,645
25.0,1,1,1,NULL,646
25.0,2,1,1,NULL,647
25.0,3,1,1,NULL,648
25.0,4,1,1,NULL,649
25.0,5,1,1,NULL,650
25.0,6,1,1,NULL,651
25.0,7,1,1,NULL,652
25.0,8,1,1,NULL,653
25.0,9,1,1,NULL,654
25.0,10,1,1,NULL,655
25.0,11,1,1,NULL,656
25.0,13,1,1,NULL,657
25.0,14,1,1,NULL,658
25.0,18,1,1,NULL,659
25.0,19,1,1,NULL,660
25.0,20,1,1,1.0,661
25.0,21,1,1,0.0,662
25.0,22,1,1,NULL,663
25.0,23,1,1,0.0,664
25.0,24,1,1,0.0,665
25.0,25,1,1,0.0,666
25.0,26,1,1,0.0,667
25.0,27,1,1,1.0,668
25.0,28,1,1,0.0,669
25.0,29,1,1,1.0,670
26.0,1,1,1,NULL,671
26.0,2,1,1,NULL,672
26.0,3,1,1,NULL,673
26.0,4,1,1,NULL,674
26.0,5,1,1,NULL,675
26.0,6,1,1,NULL,676
26.0,7,1,1,NULL,677
26.0,8,1,1,NULL,678
26.0,9,1,1,NULL,679
26.0,10,1,1,NULL,680
26.0,11,1,1,NULL,681
26.0,12,1,1,NULL,682
26.0,13,1,1,NULL,683
26.0,14,1,1,NULL,684
26.0,15,1,1,NULL,685
26.0,16,1,1,NULL,686
26.0,17,1,1,172.0,687
26.0,18,1,1,202.0,688
26.0,19,1,1,202.0,689
26.0,20,1,1,225.0,690
26.0,21,1,1,191.0,691
26.0,22,1,1,241.0,692
26.0,23,1,1,281.0,693
26.0,24,1,1,167.0,694
26.0,25,1,1,151.0,695
26.0,26,1,1,160.0,696
26.0,27,1,1,179.0,697
26.0,28,1,1,125.0,698
26.0,29,1,1,147.0,699
27.0,1,1,1,NULL,700
27.0,2,1,1,NULL,701
27.0,3,1,1,NULL,702
27.0,4,1,1,NULL,703
27.0,5,1,1,NULL,704
27.0,6,1,1,NULL,705
27.0,7,1,1,NULL,706
27.0,8,1,1,NULL,707
27.0,9,1,1,NULL,708
27.0,10,1,1,NULL,709
27.0,11,1,1,NULL,710
27.0,12,1,1,NULL,711
27.0,13,1,1,NULL,712
27.0,15,1,1,NULL,713
27.0,16,1,1,NULL,714
27.0,17,1,1,NULL,715
27.0,18,1,1,NULL,716
27.0,19,1,1,NULL,717
27.0,20,1,1,372.0,718
27.0,21,1,1,1859.0,719
27.0,22,1,1,516.0,720
27.0,23,1,1,380.0,721
27.0,24,1,1,401.0,722
27.0,25,1,1,375.0,723
27.0,26,1,1,355.0,724
27.0,27,1,1,343.0,725
27.0,28,1,1,344.0,726
27.0,29,1,1,356.0,727
28.0,1,1,1,NULL,728
28.0,2,1,1,NULL,729
28.0,3,1,1,NULL,730
28.0,4,1,1,NULL,731
28.0,5,1,1,NULL,732
28.0,6,1,1,NULL,733
28.0,7,1,1,NULL,734
28.0,8,1,1,NULL,735
28.0,9,1,1,NULL,736
28.0,10,1,1,NULL,737
28.0,11,1,1,NULL,738
28.0,12,1,1,NULL,739
28.0,13,1,1,NULL,740
28.0,14,1,1,NULL,741
28.0,15,1,1,NULL,742
28.0,16,1,1,0.0,743
28.0,17,1,1,0.0,744
28.0,18,1,1,0.0,745
28.0,19,1,1,1.0,746
28.0,20,1,1,0.0,747
28.0,21,1,1,2.0,748
28.0,22,1,1,NULL,749
28.0,23,1,1,4.0,750
28.0,24,1,1,2.0,751
28.0,25,1,1,0.0,752
28.0,27,1,1,NULL,753
28.0,28,1,1,0.0,754
28.0,29,1,1,0.0,755
29.0,1,1,1,NULL,756
29.0,2,1,1,NULL,757
29.0,3,1,1,NULL,758
29.0,4,1,1,NULL,759
29.0,5,1,1,NULL,760
29.0,6,1,1,NULL,761
29.0,7,1,1,NULL,762
29.0,8,1,1,NULL,763
29.0,9,1,1,NULL,764
29.0,10,1,1,NULL,765
29.0,11,1,1,NULL,766
29.0,12,1,1,NULL,767
29.0,13,1,1,NULL,768
29.0,14,1,1,NULL,769
29.0,15,1,1,NULL,770
29.0,16,1,1,12.0,771
29.0,17,1,1,8.0,772
29.0,18,1,1,4.0,773
29.0,19,1,1,7.0,774
29.0,20,1,1,9.0,775
29.0,21,1,1,7.0,776
29.0,22,1,1,6.0,777
29.0,23,1,1,6.0,778
29.0,24,1,1,14.0,779
29.0,25,1,1,8.0,780
29.0,26,1,1,9.0,781
29.0,27,1,1,5.0,782
29.0,28,1,1,3.0,783
29.0,29,1,1,9.0,784
30.0,1,1,1,NULL,785
30.0,2,1,1,NULL,786
30.0,3,1,1,NULL,787
30.0,4,1,1,NULL,788
30.0,5,1,1,NULL,789
30.0,6,1,1,NULL,790
30.0,7,1,1,NULL,791
30.0,8,1,1,NULL,792
30.0,9,1,1,NULL,793
30.0,10,1,1,NULL,794
30.0,11,1,1,NULL,795
30.0,12,1,1,NULL,796
30.0,13,1,1,NULL,797
30.0,14,1,1,NULL,798
30.0,15,1,1,NULL,799
30.0,16,1,1,NULL,800
30.0,17,1,1,NULL,801
30.0,18,1,1,28.0,802
30.0,19,1,1,NULL,803
30.0,20,1,1,46.0,804
30.0,21,1,1,37.0,805
30.0,22,1,1,33.0,806
30.0,23,1,1,45.0,807
30.0,24,1,1,32.0,808
30.0,25,1,1,49.0,809
30.0,26,1,1,45.0,810
30.0,27,1,1,54.0,811
30.0,28,1,1,46.0,812
30.0,29,1,1,42.0,813
31.0,1,1,1,NULL,814
31.0,2,1,1,NULL,815
31.0,3,1,1,NULL,816
31.0,4,1,1,NULL,817
31.0,5,1,1,NULL,818
31.0,6,1,1,NULL,819
31.0,7,1,1,NULL,820
31.0,8,1,1,NULL,821
31.0,9,1,1,NULL,822
31.0,10,1,1,NULL,823
31.0,11,1,1,NULL,824
31.0,12,1,1,NULL,825
31.0,13,1,1,NULL,826
31.0,14,1,1,NULL,827
31.0,15,1,1,NULL,828
31.0,16,1,1,NULL,829
31.0,17,1,1,NULL,830
31.0,18,1,1,NULL,831
31.0,19,1,1,NULL,832
31.0,20,1,1,NULL,833
31.0,21,1,1,NULL,834
31.0,22,1,1,4.0,835
31.0,23,1,1,0.0,836
31.0,24,1,1,0.0,837
31.0,25,1,1,1.0,838
31.0,26,1,1,NULL,839
31.0,27,1,1,1.0,840
31.0,28,1,1,NULL,841
31.0,29,1,1,NULL,842
32.0,1,1,1,NULL,843
32.0,2,1,1,NULL,844
32.0,3,1,1,NULL,845
32.0,4,1,1,NULL,846
32.0,5,1,1,NULL,847
32.0,6,1,1,NULL,848
32.0,7,1,1,NULL,849
32.0,8,1,1,NULL,850
32.0,9,1,1,NULL,851
32.0,10,1,1,NULL,852
32.0,11,1,1,NULL,853
32.0,12,1,1,NULL,854
32.0,13,1,1,NULL,855
32.0,14,1,1,NULL,856
32.0,15,1,1,NULL,857
32.0,16,1,1,0.0,858
32.0,17,1,1,0.0,859
32.0,18,1,1,2.0,860
32.0,19,1,1,NULL,861
32.0,20,1,1,NULL,862
32.0,21,1,1,0.0,863
32.0,22,1,1,0.0,864
32.0,23,1,1,3.0,865
32.0,24,1,1,2.0,866
32.0,25,1,1,1.0,867
32.0,26,1,1,0.0,868
32.0,27,1,1,2.0,869
32.0,28,1,1,0.0,870
32.0,29,1,1,0.0,871
33.0,1,1,1,18.0,872
